,id,edad,sexo,estado,Oxalis,Quercus,Cyp.bulb,Phaseolus,Insectos,Cyp.rizo,Commelina.dianthifolia,Euphorbia bilobata,time,dist_camino,ppanual17,tmedia17,altitud,lat,lon,hcrop,hland,gap
147,2016-141,J,Male,AZ,0.0,0.0,0.0,0.1937,0.0,2.2694,0.0,0.0,14:00,187.92,537,15.20833329,1561.0,31.425362,-110.643223,0.755566734,1.023583665,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
148,2016-142,J,Male,AZ,0.0,0.0,0.0,0.0,0.0,1.9496,0.0,0.0,15:00,211.97,545,15.07500002,1587.0,31.421244,-110.651053,0.211407263,1.121255424,Madrean Encinal
149,2016-144,A,Male,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14:00,20.21,505,17.11250008,1308.0,31.368273,-110.77539,0.975412918,1.621506354,Apacherian-Chihuahuan Mesquite Upland Scrub
150,2016-147,A,Male,AZ,0.0,0.0,0.0,0.0252,0.0,0.0,0.0,0.0067,09:30,168.93,479,17.2958334,1232.0,31.376481,-111.000478,1.44655089,0.776493996,Madrean Encinal
151,2016-148,A,Female,AZ,0.0,0.0,0.0,0.1638,0.0,0.0,0.0,0.0281,11:30,110.14,501,16.97499997,1290.0,31.369116,-111.02804,1.447527526,1.288868248,Chihuahuan Mixed Salt Desert Scrub
152,2016-149,J,Male,AZ,0.0,0.0,0.0,0.8187,0.0,0.0,0.0,0.009,11:30,110.14,501,16.97499997,1290.0,31.369116,-111.02804,0.230720343,1.288868248,Chihuahuan Mixed Salt Desert Scrub
153,2016-150,J,Male,AZ,0.0,0.0,0.0,0.0617,0.0,0.0,0.0,0.0433,11:30,110.14,501,16.97499997,1290.0,31.369116,-111.02804,0.802305305,1.288868248,Chihuahuan Mixed Salt Desert Scrub
154,2016-154,J,Male,AZ,0.0,0.0,0.0,0.5759,0.0,0.0523,0.1355,0.0,15:30,230.06,536,15.41249979,1655.0,31.398052,-110.463635,0.949364706,1.506866435,"Chihuahuan Creosotebush, Mixed Desert and Thorn Scrub"
155,2016-155,A,Female,AZ,0.0,0.0,0.0,0.0,0.0,0.3231,0.0104,0.0,10:30,30.91,529,15.37500002,1531.0,31.428275,-110.632926,0.138835485,1.044944491,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
156,2016-157,A,Female,AZ,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0153,15:30,313.92,485,17.21666679,1239.0,31.369858,-111.000554,1.409232045,0.914529011,Madrean Encinal
157,2016-160,A,Male,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,17:00,7.96,476,17.31250004,1207.0,31.368291,-110.994441,1.012003313,0.989926738,Madrean Encinal
158,2016-161,J,Female,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12:00,46.74,598,14.4125,1763.0,31.702909,-110.793529,0.0,1.092305976,Madrean Encinal
159,2016-165,A,Male,AZ,0.0,0.0,0.0,0.235,0.0,1.5768,0.0,0.0,15:00,302.62,540,15.14999989,1569.0,31.424441,-110.642067,0.711430789,1.017402774,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
160,2016-166,J,Female,AZ,0.0,0.0,0.0,1.8058,0.0,0.6525,0.0,0.0,14:00,51.77,537,15.43333321,1662.0,31.37902,-110.426268,0.616789365,1.379060754,Mogollon Chaparral
193,2014-1,A,Male,NM,0.0,0.0,0.0,0.0167,0.0,2.8639,0.3059,0.0075,14:30,97.11,422,14.22083333,1694.0,31.512,-108.979722,0.547429823,1.062828529,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
194,2014-10,J,Female,NM,0.0,0.0,0.0,0.0,0.0,1.5877,0.0,0.0,14:30,23.73,366,11.2333334,1922.0,33.224046,-107.708294,0.386901911,0.386821329,Colorado Plateau Pinyon-Juniper Woodland
195,2014-100,J,Male,NM,0.0,0.0,0.1978,0.0,1.53,0.0,0.0,0.0,09:30,401.45,324,14.45416652,1514.0,32.329567,-108.268029,0.493813449,0.858453672,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
196,2014-101,J,Female,NM,0.0,0.0,0.6706,0.0,0.0,0.0,0.0,0.0,10:00,536.78,324,14.45416652,1591.0,32.330533,-108.269338,0.079618485,0.90384489,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
197,2014-102,J,Male,NM,0.0,0.0,1.6526,0.0,9e-05,0.0,0.0,0.0,10:00,536.78,324,14.45416652,1591.0,32.330533,-108.269338,0.039978107,0.90384489,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
198,2014-103,A,Female,NM,0.0,0.0,1.2731,0.0,0.53,0.0,0.0,0.0,10:00,536.78,324,14.45416652,1591.0,32.330533,-108.269338,0.898646219,0.90384489,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
199,2014-11,J,Male,NM,0.0,0.0,0.0,0.0,0.0,2.1763,0.0,0.0,13:00,191.63,388,10.58333338,2023.0,33.204403,-107.748024,0.493280823,0.703368805,Colorado Plateau Pinyon-Juniper Woodland
200,2014-12,J,Female,NM,0.0,0.0,0.0,0.0,0.05,1.0401,0.0,0.0,14:00,61.01,385,10.97916659,1985.0,33.17768,-107.736961,0.732462018,0.731682242,Colorado Plateau Pinyon-Juniper Woodland
201,2014-13,J,Female,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15:00,96.82,385,10.97916659,1952.0,33.177011,-107.734185,0.407533812,0.777389405,Madrean Pinyon-Juniper Woodland
202,2014-14,J,Female,NM,0.0,0.0,0.0,0.0,0.0,0.1406,0.0,0.0,09:45,222.86,379,10.97500005,1951.0,33.202936,-107.731141,0.114290438,0.476872047,Colorado Plateau Pinyon-Juniper Woodland
203,2014-15,J,Male,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08:35,552.46,379,10.97500005,1951.0,33.206323,-107.730034,0.0,0.516744404,Colorado Plateau Pinyon-Juniper Woodland
204,2014-16,J,Male,NM,0.0,0.0,0.0,0.0,0.0,0.0861,0.0,0.0,10:00,191.08,367,11.23333326,1921.0,33.206864,-107.71643,0.31081694,0.316827011,Colorado Plateau Pinyon-Juniper Woodland
205,2014-17,J,Male,NM,0.0,0.0,0.0,0.0,0.0,0.4208,0.0,0.0,13:00,191.63,388,10.58333338,2023.0,33.204403,-107.748024,0.357119806,0.703368805,Colorado Plateau Pinyon-Juniper Woodland
206,2014-18,J,Male,NM,0.0,0.0,0.3338,0.0,0.0,0.1363,0.0,0.0,11:30,398.94,372,11.34166674,1885.0,33.165643,-107.738227,0.602096438,1.117491267,Madrean Pinyon-Juniper Woodland
207,2014-19,J,Female,NM,0.0,0.0,1.2589,0.0,0.12,0.0,0.0,0.0,11:30,398.94,372,11.34166674,1885.0,33.165643,-107.738227,0.295602272,1.117491267,Madrean Pinyon-Juniper Woodland
208,2014-2,J,Female,NM,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,11:45,235.44,416,14.37499982,1665.0,31.524234,-108.974204,0.569618737,1.036134785,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
209,2014-20,A,Female,NM,0.0,0.0,0.283,0.0,0.0,0.1759,0.0,0.0,11:30,398.94,372,11.34166674,1885.0,33.165643,-107.738227,0.665660312,1.117491267,Madrean Pinyon-Juniper Woodland
210,2014-21,J,Male,NM,0.0,0.0,0.6782,0.0171,0.0,0.0,0.0,0.0,15:30,253.42,355,13.78750004,1641.0,32.799302,-107.593281,0.146361383,0.85220331,Madrean Pinyon-Juniper Woodland
211,2014-22,J,Female,NM,0.0,0.0,0.2781,0.0,0.0,0.4898,0.0,0.0,15:30,253.42,355,13.78750004,1641.0,32.799302,-107.593281,1.002554516,0.85220331,Madrean Pinyon-Juniper Woodland
212,2014-23,J,Male,NM,0.0,0.0,0.1883,0.0,0.0,0.0,0.0,0.0,12:00,121.27,343,14.05833329,1617.0,32.779075,-107.575882,0.251170505,0.756998569,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
213,2014-24,J,Female,NM,0.0,0.0,0.0,0.0,0.0,1.0214,0.0,0.0,13:15,43.73,373,12.72916666,1901.0,32.854212,-107.651827,0.310607208,0.883634214,Madrean Pinyon-Juniper Woodland
214,2014-25,J,Male,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12:40,201.5,371,11.05833333,1947.0,33.227964,-107.71424,0.0,0.351249029,Colorado Plateau Pinyon-Juniper Woodland
215,2014-26,J,Male,NM,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13:15,43.73,373,12.72916666,1889.0,32.854212,-107.651827,0.487202547,0.883634214,Madrean Pinyon-Juniper Woodland
216,2014-27,J,Male,NM,0.0,0.0,0.0,0.0,0.07,4.2134,0.021,0.0,15:10,86.84,388,10.58333338,2023.0,33.203867,-107.749015,0.744249339,0.723791731,Rocky Mountain Ponderosa Pine Woodland
217,2014-29,A,Male,NM,0.0,0.0,0.0,0.0,0.0,2.1454,0.0,0.0,13:30,43.73,373,12.72916666,1889.0,32.854212,-107.651827,0.116637017,0.883634214,Madrean Pinyon-Juniper Woodland
218,2014-3,J,Female,NM,0.0,0.0,2.1831,0.0,0.0,0.0,0.0349,0.0462,11:15,66.79,422,14.22083333,1694.0,31.513348,-108.979977,0.178897654,1.092318199,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
219,2014-30,J,Female,NM,0.0,0.0,0.0,0.0,0.19,3.2986,0.0,0.0,15:10,86.84,388,10.58333338,2023.0,33.203867,-107.749015,0.827418223,0.723791731,Rocky Mountain Ponderosa Pine Woodland
220,2014-31,J,Female,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12:40,201.5,235,16.65416667,1947.0,32.227964,-107.71424,0.0,1.231770634,Colorado Plateau Pinyon-Juniper Woodland
221,2014-32,A,Male,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:30,219.49,366,11.2333334,1922.0,33.220489,-107.707691,0.0,0.466408933,Colorado Plateau Pinyon-Juniper Woodland
222,2014-33,J,Female,NM,0.0,0.0,0.0,0.0,9e-05,2.5693,0.0,0.0,14:30,99.93,374,11.11250002,1947.0,33.20712,-107.723281,0.610582148,0.272215422,Colorado Plateau Pinyon-Juniper Woodland
223,2014-34,J,Male,NM,0.0,0.0,0.837,0.0,9e-05,0.0,0.0,0.0,14:30,99.93,374,11.11250002,1947.0,33.20712,-107.723281,0.660706753,0.272215422,Colorado Plateau Pinyon-Juniper Woodland
224,2014-35,J,Female,NM,0.0,0.0,0.4926,0.0,0.09,0.0,0.0,0.0,14:30,99.93,374,11.11250002,1947.0,33.20712,-107.723281,0.952114871,0.272215422,Colorado Plateau Pinyon-Juniper Woodland
225,2014-36,A,Male,NM,0.0,0.0,0.9682,0.0,0.0,0.0,0.0,0.0,14:30,99.93,374,11.11250002,1947.0,33.20712,-107.723281,0.16365826,0.272215422,Colorado Plateau Pinyon-Juniper Woodland
226,2014-37,J,Male,NM,0.0,0.0,0.0,0.0,0.0,1.9069,0.0,0.0,14:15,51.51,378,11.18750006,1952.0,33.175969,-107.73234,0.736614313,0.743683843,Colorado Plateau Pinyon-Juniper Woodland
227,2014-38,A,Male,NM,0.0,0.0,0.0,0.0,9e-05,4.1888,0.0,0.0,14:15,51.51,378,11.18750006,1952.0,33.175969,-107.73234,0.000135971,0.743683843,Colorado Plateau Pinyon-Juniper Woodland
228,2014-39,J,Male,NM,0.0,0.0,1.8282,0.0,9e-05,0.0,0.0,0.0,15:00,6.4,431,11.07083346,2027.0,32.89762,-107.944433,0.083438964,0.849662793,Rocky Mountain Ponderosa Pine Woodland
229,2014-4,J,Male,NM,0.0,0.0,0.7046,0.0,0.0,0.0,0.0,0.0,10:05,89.12,415,14.39166665,1658.0,31.527829,-108.979665,0.008824882,1.126574232,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
230,2014-40,J,Female,NM,0.0,0.0,3.416,0.0,0.05,0.0,0.0,0.0,15:00,6.4,431,11.07083346,2027.0,32.89762,-107.944433,0.191851284,0.849662793,Rocky Mountain Ponderosa Pine Woodland
231,2014-41,A,Female,NM,0.0,0.0,0.0,0.0,0.0,0.4775,0.0,0.0,12:30,100.72,385,12.07083339,1869.0,32.87306,-107.680853,0.0,0.869340795,Madrean Pinyon-Juniper Woodland
232,2014-42,J,Female,NM,0.0,0.0,0.1273,0.0,0.0,0.5866,0.0,0.0,14:15,124.09,376,12.3791667,1828.0,32.868557,-107.670899,0.61235001,0.57140287,Madrean Pinyon-Juniper Woodland
233,2014-43,J,Female,NM,0.0,0.0,2.5163,0.0,0.0,0.0,0.0,0.0,14:45,33.84,376,12.3791667,1789.0,32.870191,-107.669569,0.0,0.517832817,Madrean Pinyon-Juniper Woodland
234,2014-44,A,Male,NM,0.0,0.0,0.0634,0.0,0.0,0.7613,0.0,0.0,15:30,65.39,376,12.3791667,1789.0,32.871145,-107.66838,0.613470223,0.485340739,Madrean Pinyon-Juniper Woodland
235,2014-45,J,Female,NM,0.0,0.0,0.9,0.0,0.02,1.53,0.0,0.0,15:30,65.39,376,12.3791667,1789.0,32.871145,-107.66838,0.77256395,0.485340739,Madrean Pinyon-Juniper Woodland
236,2014-46,J,Female,NM,0.0,0.0,1.2317,0.0,9e-05,1.0182,0.0,0.0,15:30,65.39,376,12.3791667,1789.0,32.871145,-107.66838,0.918631596,0.485340739,Madrean Pinyon-Juniper Woodland
237,2014-47,J,Female,NM,0.0,0.0,0.0,0.0,9e-05,0.0511,0.0,0.0111,15:45,326.56,376,12.51249996,1915.0,32.87169,-107.660137,1.040909829,0.805637582,Madrean Pinyon-Juniper Woodland
238,2014-48,A,Female,NM,0.0,0.0,0.0,0.0,0.0,4.8951,0.0,0.0,16:10,19.95,376,12.38333342,1785.0,32.875763,-107.668721,0.05117291,0.677764518,Madrean Pinyon-Juniper Woodland
239,2014-49,A,Male,NM,0.0,0.0,0.0,0.0,0.0,2.9885,0.0,0.0,16:10,19.95,376,12.38333342,1785.0,32.875763,-107.668721,0.027021407,0.677764518,Madrean Pinyon-Juniper Woodland
240,2014-5,J,Female,NM,0.0,0.0,3.2188,0.0,0.0,0.0,0.1893,0.0077,14:45,375.79,416,14.35416671,1665.0,31.521652,-108.975197,0.230034333,1.071673269,Madrean Juniper Savanna
241,2014-50,J,Male,NM,0.0,0.0,0.1543,0.0,0.03,2.2522,0.0,2.0254,16:15,287.93,404,14.63749994,1625.0,31.513011,-108.940734,0.966989525,0.222690783,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
242,2014-51,A,Female,NM,0.0,0.0,0.0,0.0,0.8,1.4914,0.0,2.0794,16:15,287.93,404,14.63749994,1625.0,31.513011,-108.940734,1.132891353,0.222690783,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
243,2014-52,J,Male,NM,0.0,0.0,0.0,0.0,9e-05,1.0014,0.0,2.3765,16:15,287.93,404,14.63749994,1625.0,31.513011,-108.940734,0.706985778,0.222690783,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
244,2014-53,J,Male,NM,0.0,0.0,0.0,0.0,9e-05,2.1428,0.0,2.7731,16:15,287.93,404,14.63749994,1625.0,31.513011,-108.940734,0.000161105,0.222690783,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
245,2014-54,A,Female,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2298,10:45,325.59,416,14.37499982,1688.0,31.519464,-108.974834,0.566533027,1.049214896,Madrean Encinal
246,2014-55,J,Female,NM,0.0,0.0,0.0,0.0,0.03,0.0,0.3656,0.2473,12:00,194.27,376,12.51249996,1915.0,32.873175,-107.65984,1.947125154,0.809550425,Madrean Pinyon-Juniper Woodland
247,2014-56,A,Male,NM,0.0,0.0,0.0,0.0,0.1,0.0,0.1645,0.2325,12:00,194.27,376,12.51249996,1915.0,32.873175,-107.65984,1.704442215,0.809550425,Madrean Pinyon-Juniper Woodland
248,2014-57,J,Male,NM,0.0,0.0,0.0,0.0,0.14,0.6249,0.0,0.0,11:15,136.4,376,12.51249996,1789.0,32.87255,-107.663357,0.774016342,0.594152375,Madrean Pinyon-Juniper Woodland
249,2014-58,J,Male,NM,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,15:00,611.16,347,14.02083332,1643.0,32.381441,-108.357641,0.767957727,0.688752947,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
250,2014-59,J,Female,NM,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,15:00,611.16,347,14.02083332,1643.0,32.381441,-108.357641,0.843340832,0.688752947,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
251,2014-6,J,Male,NM,0.0,0.0,2.2034,0.0,0.05,0.0,0.0132,0.0,14:45,375.79,416,14.35416671,1665.0,31.521652,-108.975197,0.141593603,1.071673269,Madrean Juniper Savanna
252,2014-60,A,Female,NM,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,15:00,611.16,347,14.02083332,1643.0,32.381441,-108.357641,0.850354421,0.688752947,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
253,2014-61,A,Female,NM,0.0,0.0,0.418,0.0,0.0,0.0,0.0,0.0,09:30,774.84,317,14.6041668,1621.0,32.313622,-108.156107,0.16404935,1.708151144,Madrean Pinyon-Juniper Woodland
254,2014-62,J,Male,NM,0.0,0.0,0.0,0.0,9e-05,1.2027,0.0,0.0,15:30,316.65,410,9.262499967,2066.0,33.396185,-108.106088,1.11684023,0.783492877,Colorado Plateau Pinyon-Juniper Woodland
255,2014-65,J,Female,NM,0.0,0.0,1.8085,0.0,0.0,0.0,0.0,0.0,15:00,6.4,431,11.07083346,2027.0,32.89762,-107.944433,0.616340019,0.849662793,Rocky Mountain Ponderosa Pine Woodland
256,2014-66,A,Male,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09:40,19.25,386,11.90833339,1869.0,32.872338,-107.683823,0.0,1.057317709,Madrean Pinyon-Juniper Woodland
257,2014-67,A,Male,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09:40,19.25,386,11.90833339,1869.0,32.872338,-107.683823,0.0,1.057317709,Madrean Pinyon-Juniper Woodland
258,2014-68,A,Male,NM,0.0,0.0,0.0,0.0,0.0,0.3083,0.0,0.0,11:15,75.23,391,11.84166666,1872.0,32.875582,-107.684327,0.023598252,1.098030627,Madrean Pinyon-Juniper Woodland
259,2014-69,J,Female,NM,0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,11:30,213.92,376,12.3791667,1828.0,32.867771,-107.671388,0.278769372,0.578304485,Madrean Pinyon-Juniper Woodland
260,2014-7,J,Female,NM,0.0,0.0,0.0,0.0,0.0,1.0588,0.0,0.0,13:00,191.63,388,10.58333338,2023.0,33.204403,-107.748024,0.699185213,0.703368805,Colorado Plateau Pinyon-Juniper Woodland
261,2014-70,J,Female,NM,0.0,0.0,0.0,0.0,0.0,0.0716,0.0,0.0,11:30,213.92,376,12.3791667,1828.0,32.867771,-107.671388,0.0,0.578304485,Madrean Pinyon-Juniper Woodland
262,2014-71,A,Female,NM,0.0,0.0,0.0,0.2638,0.0,0.8191,0.0,0.0,11:30,176.64,431,11.07083346,2075.0,32.894714,-107.945673,0.555199985,0.942489685,Colorado Plateau Pinyon-Juniper Woodland
263,2014-72,A,Male,NM,0.0,0.0,0.0,1.2051,0.13,0.8748,0.0069,0.0,12:30,35.21,431,11.07083346,2027.0,32.89739,-107.944223,1.319528947,0.867270402,Rocky Mountain Ponderosa Pine Woodland
264,2014-73,A,Male,NM,0.0,0.0,0.0,2.5528,0.02,0.0,0.0,0.0,12:30,35.21,431,11.07083346,2027.0,32.89739,-107.944223,0.045500008,0.867270402,Rocky Mountain Ponderosa Pine Woodland
266,2014-80,J,Male,NM,0.0,0.0,0.5011,0.0,9e-05,0.0,0.0,0.0,12:45,190.95,406,9.98749993,1993.0,33.289458,-108.061378,0.410726014,0.637185237,Rocky Mountain Ponderosa Pine Woodland
267,2014-82,A,Male,NM,0.0,0.0,6.7233,0.0,0.0,0.0,0.0,0.0,15:00,81.82,408,9.895833368,2046.0,33.274234,-108.058819,0.016360041,0.676817394,Colorado Plateau Pinyon-Juniper Woodland
268,2014-83,A,Female,NM,0.0,0.0,0.0,0.0,0.02,0.9194,0.0,0.0,15:30,316.65,410,9.262499967,2066.0,33.396185,-108.106088,1.289517424,0.783492877,Colorado Plateau Pinyon-Juniper Woodland
269,2014-84,J,Male,NM,0.0,0.0,0.0,0.0,9e-05,2.556,0.0,0.0,15:30,316.65,410,9.262499967,2066.0,33.396185,-108.106088,0.757976836,0.783492877,Colorado Plateau Pinyon-Juniper Woodland
270,2014-87,A,Female,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10:10,154.03,416,14.35416671,1658.0,31.523917,-108.979802,0.0,1.144709319,Madrean Encinal
271,2014-88,J,Female,NM,0.0,0.0,0.0,0.0,0.0,0.0072,0.0,0.0,10:30,198.04,412,14.47500001,1665.0,31.525898,-108.973326,0.0,0.996045493,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
272,2014-89,A,Female,NM,0.0,0.0,0.0,0.0,0.0,0.0131,0.0,0.0,10:30,198.04,412,14.47500001,1665.0,31.525898,-108.973326,0.0,0.996045493,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
273,2014-9,J,Male,NM,0.0,0.0,0.0,0.0,9e-05,2.2507,0.0,0.0,15:00,96.82,385,10.97916659,1952.0,33.177011,-107.734185,0.060978194,0.777389405,Madrean Pinyon-Juniper Woodland
274,2014-90,A,Male,NM,0.0,0.0,0.0,0.0,0.0,3.1578,0.0,0.0,15:05,595.64,410,13.47499989,1553.0,33.185793,-108.841292,0.638844948,0.540084389,Madrean Pinyon-Juniper Woodland
277,2014-93,A,Female,NM,0.0,0.0,1.5672,0.0,0.0,0.0,0.0,0.0,15:00,469.21,317,14.58333344,1591.0,32.333252,-108.277073,0.047684487,0.72299817,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
278,2014-94,A,Male,NM,0.0,0.0,0.1424,0.0,2.59,0.0,0.0,0.0,15:00,469.21,317,14.58333344,1591.0,32.333252,-108.277073,0.230392354,0.72299817,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
